Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
0,1,14160,6.0,5.0,7.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0
0,1,14311,3.0,1.0,2.0,0.0,7.0,15.0,0.0,7.0,0.0,6.0,2.0,5.0,3.0
0,3,0,18.0,244.0,22.0,27.0,22.0,17.0,20.0,46.0,25.0,23.0,25.0,46.0,11.0
0,3,400,2838.0,738.0,578.0,424.0,485.0,470.0,645.0,736.0,629.0,1140.0,513.0,608.0,409.0
0,3,439,98.0,64.0,118.0,99.0,89.0,91.0,138.0,136.0,108.0,94.0,86.0,165.0,94.0
0,3,1102,195.0,138.0,129.0,81.0,110.0,118.0,164.0,211.0,166.0,123.0,129.0,176.0,156.0
0,3,1154,2865.0,844.0,659.0,457.0,15236.0,434.0,2729.0,545.0,463.0,369.0,461.0,623.0,357.0
0,3,1181,12.0,8.0,19.0,38.0,13.0,10.0,15.0,33.0,7.0,690.0,20.0,28.0,10.0
0,3,1274,4.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,7.0,0.0,0.0,5.0,0.0
0,3,1536,210.0,174.0,239.0,163.0,95.0,137.0,202.0,205.0,177.0,142.0,119.0,111.0,97.0
0,3,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,2119,215.0,144.0,204.0,110.0,132.0,215.0,281.0,221.0,295.0,112.0,1487.0,278.0,176.0
0,3,2391,204.0,102.0,82.0,103.0,244.0,46.0,79.0,96.0,50.0,127.0,73.0,136.0,27.0
0,3,2506,140.0,126.0,110.0,66.0,78.0,62.0,130.0,163.0,201.0,102.0,243.0,176.0,81.0
0,3,2628,178.0,104.0,191.0,137.0,138.0,115.0,211.0,180.0,224.0,133.0,134.0,283.0,196.0
0,3,2838,0.0,0.0,0.0,2.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,2884,1586.0,368.0,169.0,185.0,169.0,171.0,219.0,339.0,192.0,155.0,196.0,195.0,86.0
0,3,2949,364.0,247.0,312.0,242.0,222.0,215.0,311.0,309.0,336.0,196.0,206.0,349.0,220.0
0,3,3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,3419,208.0,140.0,180.0,140.0,116.0,162.0,211.0,191.0,164.0,145.0,130.0,205.0,138.0
0,3,3520,165.0,123.0,193.0,122.0,107.0,139.0,188.0,186.0,134.0,110.0,102.0,181.0,110.0
0,3,3583,281.0,209.0,289.0,90.0,164.0,210.0,240.0,155.0,283.0,185.0,167.0,292.0,202.0
0,3,3702,263.0,183.0,302.0,345.0,754.0,308.0,235.0,267.0,235.0,156.0,165.0,284.0,169.0
0,3,3751,2290.0,399.0,64.0,107.0,95.0,82.0,93.0,237.0,76.0,65.0,122.0,99.0,24.0
0,3,3778,31.0,26.0,21.0,16.0,9.0,3.0,7.0,17.0,1.0,4.0,6.0,13.0,14.0
0,3,4285,5443.0,1524.0,890.0,742.0,783.0,714.0,1038.0,1198.0,892.0,1353.0,819.0,1065.0,662.0
0,3,4520,35.0,53.0,46.0,72.0,32.0,62.0,36.0,81.0,21.0,715.0,54.0,61.0,30.0
0,3,4592,1745.0,503.0,353.0,315.0,316.0,283.0,426.0,496.0,378.0,316.0,338.0,388.0,228.0
0,3,5023,39.0,30.0,59.0,53.0,27.0,38.0,41.0,59.0,59.0,57.0,86.0,86.0,21.0
0,3,5274,445.0,304.0,422.0,315.0,299.0,253.0,354.0,384.0,322.0,275.0,653.0,409.0,247.0
0,3,5376,220.0,137.0,212.0,107.0,147.0,152.0,229.0,211.0,152.0,137.0,126.0,262.0,134.0
0,3,5456,2997.0,875.0,696.0,480.0,564.0,591.0,937.0,918.0,846.0,647.0,748.0,990.0,652.0
0,3,5493,377.0,270.0,317.0,273.0,256.0,302.0,379.0,463.0,438.0,271.0,338.0,447.0,330.0
0,3,5512,322.0,238.0,335.0,257.0,207.0,231.0,317.0,319.0,342.0,232.0,274.0,420.0,260.0
0,3,5599,2290.0,399.0,64.0,107.0,100.0,82.0,93.0,237.0,76.0,65.0,122.0,99.0,24.0
0,3,5824,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
0,3,5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,5933,107.0,85.0,130.0,136.0,90.0,116.0,159.0,155.0,110.0,761.0,87.0,139.0,97.0
0,3,6100,97.0,69.0,112.0,98.0,80.0,103.0,152.0,164.0,104.0,740.0,90.0,141.0,88.0
0,3,6289,73.0,17.0,9.0,22.0,6.0,10.0,7.0,23.0,13.0,19.0,46.0,53.0,16.0
0,3,6436,8041.0,1981.0,1390.0,1008.0,1509.0,1265.0,1628.0,1810.0,1564.0,1778.0,1281.0,1581.0,1002.0
0,3,6581,45.0,46.0,63.0,40.0,45.0,146.0,62.0,72.0,50.0,43.0,38.0,74.0,36.0
0,3,6614,12.0,9.0,30.0,39.0,10.0,10.0,16.0,33.0,7.0,3.0,15.0,26.0,10.0
0,3,6816,112.0,82.0,122.0,119.0,96.0,112.0,130.0,133.0,141.0,97.0,132.0,207.0,125.0
0,3,6838,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,10.0,6.0,16.0,0.0
0,3,7256,264.0,214.0,273.0,147.0,177.0,225.0,315.0,304.0,307.0,207.0,229.0,335.0,258.0
0,3,7299,171.0,124.0,167.0,106.0,96.0,134.0,145.0,131.0,155.0,113.0,89.0,139.0,101.0
0,3,7363,221.0,169.0,149.0,140.0,134.0,244.0,196.0,191.0,132.0,774.0,123.0,218.0,122.0
0,3,7918,179.0,146.0,171.0,111.0,112.0,127.0,197.0,125.0,181.0,146.0,115.0,170.0,119.0
0,3,8087,0.0,0.0,982.0,228.0,44.0,99.0,81.0,192.0,51.0,42.0,69.0,107.0,40.0
0,3,8123,2649.0,673.0,439.0,396.0,1189.0,376.0,676.0,589.0,433.0,997.0,367.0,499.0,348.0
0,3,8196,2290.0,399.0,64.0,107.0,100.0,82.0,93.0,237.0,77.0,65.0,122.0,100.0,24.0
0,3,8313,213.0,105.0,191.0,126.0,108.0,120.0,147.0,154.0,166.0,128.0,137.0,194.0,134.0
0,3,8439,439.0,341.0,457.0,277.0,309.0,291.0,423.0,404.0,430.0,254.0,288.0,484.0,323.0
0,3,8689,174.0,100.0,164.0,141.0,110.0,122.0,184.0,163.0,180.0,133.0,150.0,182.0,132.0
0,3,8754,2372.0,524.0,242.0,227.0,241.0,222.0,304.0,363.0,285.0,445.0,278.0,301.0,161.0
0,3,8851,1615.0,422.0,236.0,236.0,223.0,215.0,297.0,399.0,238.0,196.0,245.0,291.0,137.0
0,3,8868,8.0,15.0,17.0,5.0,15.0,16.0,8.0,10.0,5.0,14.0,4.0,3.0,3.0
0,3,8874,376.0,267.0,408.0,195.0,214.0,286.0,437.0,342.0,450.0,289.0,288.0,466.0,302.0
0,3,9003,1637.0,442.0,274.0,304.0,439.0,211.0,240.0,447.0,239.0,895.0,287.0,332.0,110.0
0,3,9025,102.0,60.0,140.0,101.0,116.0,51.0,98.0,78.0,91.0,55.0,66.0,98.0,54.0
0,3,9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,9771,201.0,121.0,196.0,120.0,133.0,122.0,213.0,239.0,187.0,125.0,154.0,246.0,142.0
0,3,9841,81.0,83.0,90.0,82.0,44.0,77.0,147.0,131.0,68.0,72.0,77.0,128.0,50.0
0,3,10278,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,3,10359,2777.0,660.0,459.0,403.0,430.0,357.0,492.0,615.0,465.0,815.0,379.0,515.0,306.0
0,3,10500,115.0,120.0,144.0,154.0,93.0,139.0,165.0,166.0,131.0,1450.0,110.0,167.0,164.0
0,3,11146,532.0,357.0,412.0,289.0,438.0,295.0,452.0,418.0,414.0,330.0,328.0,500.0,329.0
0,3,11374,653.0,569.0,723.0,569.0,617.0,552.0,864.0,933.0,725.0,463.0,1813.0,911.0,417.0
0,3,11418,1940.0,581.0,443.0,265.0,293.0,337.0,487.0,441.0,501.0,346.0,498.0,520.0,401.0
0,3,11496,3620.0,1389.0,1287.0,883.0,1037.0,942.0,1476.0,1345.0,1407.0,1011.0,1116.0,1352.0,1108.0
0,3,11611,2.0,9.0,3.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
0,3,12086,253.0,204.0,266.0,143.0,3971.0,103.0,623.0,196.0,184.0,132.0,135.0,256.0,171.0
0,3,12167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,12288,181.0,101.0,120.0,54.0,94.0,102.0,114.0,69.0,102.0,93.0,2018.0,65.0,82.0
0,3,12346,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,687.0,16.0,0.0,0.0
0,3,12891,125.0,88.0,94.0,39.0,83.0,109.0,204.0,89.0,134.0,87.0,80.0,137.0,76.0
0,3,13799,36.0,38.0,42.0,33.0,30.0,44.0,79.0,60.0,55.0,45.0,41.0,54.0,29.0
0,3,13830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,13842,181.0,160.0,218.0,142.0,143.0,170.0,277.0,181.0,244.0,125.0,120.0,229.0,200.0
0,3,13867,144.0,86.0,147.0,98.0,86.0,81.0,166.0,188.0,126.0,94.0,86.0,181.0,121.0
0,3,13996,26.0,35.0,48.0,44.0,34.0,29.0,24.0,56.0,57.0,24.0,72.0,62.0,11.0
0,3,14320,64.0,64.0,48.0,46.0,32.0,32.0,59.0,47.0,33.0,26.0,30.0,17.0,35.0
0,20,4337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,4431,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,5871,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
0,20,7457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,8011,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,20,8264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20,8587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,355,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0,44,1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,1768,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,3283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44,4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,4801,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,5147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,5513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,5921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,5924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,8140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,8654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,9290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,9438,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,9541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,10021,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,10424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,10798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,44,11524,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44,11575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0,44,11756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,12063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,12276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,12360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,12651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,12908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,13089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,13707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44,13734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44,14239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,47,639,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
0,47,655,0.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,9.0,1.0
0,47,1149,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,1485,1.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0
0,47,1969,0.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0
0,47,3179,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
0,47,3234,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
0,47,3463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,3515,1.0,1.0,4.0,1.0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,3.0,0.0
0,47,4337,1.0,3.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0
0,47,4431,0.0,1.0,6.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0
0,47,5317,1.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0
0,47,5604,3.0,4.0,7.0,1.0,1.0,2.0,7.0,1.0,1.0,5.0,6.0,2.0,0.0
0,47,5619,1.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0
0,47,5657,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
0,47,5871,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,47,6341,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0
0,47,6898,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
0,47,7022,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,47,7186,1.0,1.0,2.0,5.0,0.0,1.0,5.0,4.0,0.0,1.0,4.0,1.0,2.0
0,47,7457,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,47,7469,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,47,7984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
0,47,8011,5.0,5.0,10.0,1.0,4.0,6.0,5.0,6.0,3.0,2.0,8.0,3.0,5.0
0,47,8157,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
0,47,8264,2.0,6.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0
0,47,8468,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,8587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,47,8869,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,10705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
0,47,11000,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0,47,11015,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
0,47,11526,0.0,6.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0
0,47,11552,5.0,6.0,6.0,1.0,4.0,6.0,14.0,2.0,4.0,15.0,5.0,1.0,3.0
0,47,11721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,11983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,12171,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,12298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,13522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47,14160,0.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0
0,47,14311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,48,182,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,1228,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,2315,12.0,8.0,14.0,5.0,1.0,21.0,22.0,7.0,21.0,25.0,40.0,8.0,6.0
0,48,3067,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
0,48,3120,8.0,21.0,19.0,4.0,9.0,36.0,4.0,14.0,13.0,3.0,8.0,28.0,2.0
0,48,3227,2.0,0.0,4.0,2.0,1.0,2.0,0.0,5.0,3.0,9.0,18.0,5.0,2.0
0,48,3718,4.0,3.0,10.0,7.0,7.0,21.0,0.0,3.0,5.0,2.0,4.0,5.0,13.0
0,48,4354,10.0,4.0,14.0,1.0,4.0,5.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0
0,48,4455,43.0,25.0,80.0,13.0,44.0,67.0,9.0,61.0,73.0,89.0,81.0,53.0,23.0
0,48,4466,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,5.0,1.0,2.0
0,48,5805,5.0,4.0,9.0,1.0,4.0,2.0,0.0,8.0,2.0,11.0,3.0,10.0,5.0
0,48,5985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,48,6061,2.0,2.0,8.0,1.0,4.0,7.0,0.0,4.0,2.0,4.0,4.0,8.0,5.0
0,48,6868,1.0,3.0,5.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,6.0,1.0
0,48,6878,283.0,275.0,620.0,114.0,27.0,78.0,16.0,45.0,55.0,36.0,50.0,34.0,25.0
0,48,7689,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,8398,15.0,23.0,54.0,33.0,52.0,52.0,56.0,32.0,18.0,21.0,6.0,33.0,21.0
0,48,9145,8.0,12.0,15.0,1.0,13.0,27.0,4.0,18.0,4.0,8.0,6.0,19.0,11.0
0,48,9637,27.0,42.0,43.0,2.0,7.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0
0,48,11171,10.0,3.0,35.0,2.0,1.0,9.0,4.0,24.0,4.0,13.0,3.0,25.0,8.0
0,48,11497,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,12094,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,12238,12.0,7.0,27.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
